id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
17892941,Sat Oct 27 2018 13:37:54 GMT-0500 (CDT),2018-10-27,2018-10-27 18:37:54 UTC,Central Time (US & Canada),615394,mknoun,2018-10-28 01:18:12 UTC,2021-09-05 06:38:42 UTC,needs_id,,https://www.inaturalist.org/observations/17892941,https://static.inaturalist.org/photos/27325161/medium.jpg,,"",,0,0,false,3,"Lake County, US-MN, US",47.6062868834,-91.5448407281,5,,,,26807,,obscured,true,,,Wolf,Canis lupus,Gray Wolf,Mammalia,42048
17893221,Tue Jun 19 2018 23:11:05 GMT-0500 (CDT),2018-06-19,2018-06-20 04:11:05 UTC,Central Time (US & Canada),1132847,northcut1,2018-10-28 01:28:44 UTC,2021-09-09 01:42:22 UTC,research,CC-BY,https://www.inaturalist.org/observations/17893221,https://static.inaturalist.org/photos/27325643/medium.jpg,,"",,5,0,false,3,"Yellowstone National Park, US",44.9989598422,-110.2531513906,9035,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18071283,2018-07-21 06:50:42,2018-07-21,2018-07-21 13:50:42 UTC,Pacific Time (US & Canada),16576,matthew_salkiewicz,2018-11-03 21:39:31 UTC,2021-09-09 01:53:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18071283,https://inaturalist-open-data.s3.amazonaws.com/photos/27630087/medium.jpeg,,"","This was by far the highlight of the time I spent in Yellowstone. After about a half hour of scoping out Lamar Valley I was about to head out when I decided to give myself another 15 minutes. About 5 minutes after that I saw one lone wolf emerge from the treeline. He eventually approached a group of bison making them nervous and defensive and decided to go on his way. He later ran up on a group of pronghorn but didn't pursue any as they ran away. After awhile the NPS wolf crew showed up so I'm assuming he has a collar on that you cant see in the photos. All of the photos were shot at 130x zoom or greater, the best I could manage.",3,0,false,,"Yellowstone National Park, US",44.9879443946,-110.2844817399,376,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18214428,2018-11-07 10:01:11 AM CST,2018-11-07,2018-11-07 16:01:11 UTC,Central Time (US & Canada),548171,cpavlisich,2018-11-07 17:32:24 UTC,2021-09-05 06:38:35 UTC,research,,https://www.inaturalist.org/observations/18214428,https://static.inaturalist.org/photos/27832004/medium.jpeg,,"",,1,0,false,2,"Lake County, US-MN, US",47.3234948307,-91.0709636843,,,,,26871,,obscured,true,gps,gps,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18334073,2018/09/23 7:02 AM PDT,2018-09-23,2018-09-23 14:02:00 UTC,Pacific Time (US & Canada),173574,norcaldon,2018-11-11 19:47:49 UTC,2021-09-09 02:06:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18334073,https://inaturalist-open-data.s3.amazonaws.com/photos/28016561/medium.jpg,,"",Pack of eight along Lamar River couple miles E of Yellowstone Institute,3,0,false,,"Yellowstone National Park, US",44.9450742162,-110.3142724605,1298,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18344027,Sun Nov 11 2018 13:49:37 GMT-0700 (MST),2018-11-11,2018-11-11 20:49:37 UTC,Mountain Time (US & Canada),18278,lranelli,2018-11-12 02:56:43 UTC,2021-09-09 02:36:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18344027,https://inaturalist-open-data.s3.amazonaws.com/photos/28033282/medium.jpg,,"",,3,0,false,3,"Teton County, US-WY, US",43.6076623742,-110.5191793146,5,,,,27443,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18417849,2018-11-15 3:52:02 PM CST,2018-11-15,2018-11-15 21:52:02 UTC,Central Time (US & Canada),1173895,guidingguida,2018-11-15 23:00:03 UTC,2021-09-05 06:38:28 UTC,research,CC0,https://www.inaturalist.org/observations/18417849,https://static.inaturalist.org/photos/28154109/medium.jpeg,,"",,1,0,false,2,"Lake County, US-MN, US",47.398929891,-91.377311469,,,,,26871,,obscured,true,gps,gps,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18417876,Thu Nov 15 2018 15:52:16 GMT-0600 (CST),2018-11-15,2018-11-15 21:52:16 UTC,Central Time (US & Canada),959266,alexkelley,2018-11-15 23:02:06 UTC,2021-09-05 06:38:23 UTC,research,,https://www.inaturalist.org/observations/18417876,https://static.inaturalist.org/photos/28154191/medium.jpg,,"",Scat ,1,0,false,3,"Lake County, US-MN, US",47.3386915298,-91.2752223833,30,,,,26871,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18454713,Sat Nov 17 2018 13:12:36 GMT-0600 (CST),2018-11-17,2018-11-17 19:12:36 UTC,Central Time (US & Canada),1095767,davidisham,2018-11-17 20:10:45 UTC,2022-01-08 15:01:16 UTC,needs_id,,https://www.inaturalist.org/observations/18454713,https://static.inaturalist.org/photos/28215774/medium.jpg,,"",,0,0,false,3,"54555, Phillips, WI, US",45.7532583333,-90.50045,10,,,,10,,,false,,,,Canis lupus,Gray Wolf,Mammalia,42048
18762808,Sat Dec 01 2018 14:27:23 GMT-0600 (CST),2018-12-01,2018-12-01 20:27:23 UTC,Central Time (US & Canada),613740,rsarette,2018-12-01 21:44:01 UTC,2021-09-05 06:38:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18762808,https://inaturalist-open-data.s3.amazonaws.com/photos/28733232/medium.jpg,,"",,1,0,false,3,"Lake County, US-MN, US",47.6159638397,-91.4590861378,6,,,,26807,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18770848,2018-12-01 2:28:53 PM CST,2018-12-01,2018-12-01 20:28:53 UTC,Central Time (US & Canada),1174756,isabelgb,2018-12-02 05:31:36 UTC,2021-09-05 06:38:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18770848,https://static.inaturalist.org/photos/28747255/medium.jpeg,,"",,1,0,false,2,"Lake County, US-MN, US",47.7067856098,-91.5615763363,,,,,26807,,obscured,true,gps,gps,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18811572,2018-12-01 2:27:03 PM CST,2018-12-01,2018-12-01 20:27:03 UTC,Central Time (US & Canada),1173895,guidingguida,2018-12-03 23:05:51 UTC,2021-09-05 06:38:10 UTC,needs_id,CC0,https://www.inaturalist.org/observations/18811572,https://static.inaturalist.org/photos/28813297/medium.jpeg,,"",,0,1,false,2,"Lake County, US-MN, US",47.772010499,-91.4797124921,,,,,26807,,obscured,true,gps,gps,Canines,Canis lupus,Gray Wolf,Mammalia,42048
18845531,Tue Apr 03 2007 17:14:12 GMT-0600 (MDT),2007-04-03,2007-04-03 23:14:12 UTC,Mountain Time (US & Canada),1380401,cuttothequick,2018-12-05 17:41:17 UTC,2021-09-05 08:00:16 UTC,research,,https://www.inaturalist.org/observations/18845531,https://static.inaturalist.org/photos/28869831/medium.jpg,,"",,6,0,false,3,"Boise County, US-ID, US",43.8942880208,-115.6849280233,,,,,27411,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18847980,Thu Apr 27 2006 19:53:57 GMT-0600 (MDT),2006-04-27,2006-04-28 01:53:57 UTC,Mountain Time (US & Canada),1380401,cuttothequick,2018-12-05 19:50:13 UTC,2021-09-05 08:00:03 UTC,research,,https://www.inaturalist.org/observations/18847980,https://static.inaturalist.org/photos/28873905/medium.jpg,,"",,3,0,false,3,"Custer County, US-ID, US",44.187308475,-114.4094682303,,,,,27380,obscured,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18848121,Fri Jul 09 2010 18:35:14 GMT-0600 (MDT),2010-07-09,2010-07-10 00:35:14 UTC,Mountain Time (US & Canada),1380401,cuttothequick,2018-12-05 19:57:09 UTC,2021-09-05 07:59:56 UTC,research,,https://www.inaturalist.org/observations/18848121,https://static.inaturalist.org/photos/28874147/medium.jpg,,"",,3,0,false,3,"Custer County, US-ID, US",44.2128880364,-114.5395038299,,,,,27348,obscured,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18865479,2018-12-06 10:49:12 AM CST,2018-12-06,2018-12-06 16:49:12 UTC,Central Time (US & Canada),1174756,isabelgb,2018-12-06 19:00:42 UTC,2021-09-05 06:38:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18865479,https://static.inaturalist.org/photos/28905316/medium.jpeg,,"",,1,0,false,2,"Lake County, US-MN, US",47.3103696226,-91.0160990847,,,,,26871,,obscured,true,gps,gps,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18902461,2018/12/06 10:31 PM CST,2018-12-06,2018-12-07 04:31:00 UTC,Central Time (US & Canada),1179597,rholmes925,2018-12-08 20:24:06 UTC,2021-09-05 06:37:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/18902461,https://inaturalist-open-data.s3.amazonaws.com/photos/28969026/medium.jpeg,,"",,1,0,false,,"Lake County, US-MN, US",47.3442008354,-91.069454024,122,,,,26871,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
18938930,Sun Dec 09 2018 14:20:08 GMT-0600 (CST),2018-12-09,2018-12-09 20:20:08 UTC,Central Time (US & Canada),614142,superglamfab,2018-12-10 13:45:01 UTC,2021-12-15 15:35:55 UTC,needs_id,,https://www.inaturalist.org/observations/18938930,https://static.inaturalist.org/photos/29033446/medium.jpg,,"",,0,0,false,3,"Lake County, US-MN, US",47.3143744696,-91.37191565,2509,,,,26871,,obscured,true,,,,Canis lupus,Gray Wolf,Mammalia,42048
19003424,2007/06/11 11:57 AM CDT,2007-06-11,2007-06-11 16:57:00 UTC,Central Time (US & Canada),265027,gordon_dietzman,2018-12-13 23:13:26 UTC,2021-09-09 01:42:16 UTC,research,,https://www.inaturalist.org/observations/19003424,https://static.inaturalist.org/photos/29140735/medium.jpg,,"Wolves, Wyoming, Yellowstone NP",,2,0,false,,"Yellowstone National Park, US",44.9375540919,-110.3987196909,406,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19020651,2018/10/02 9:37 AM EDT,2018-10-02,2018-10-02 13:37:00 UTC,Eastern Time (US & Canada),114140,alexlamoreaux,2018-12-15 00:09:07 UTC,2021-09-09 02:08:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19020651,https://inaturalist-open-data.s3.amazonaws.com/photos/29169385/medium.jpeg,,"",,2,0,false,,"Yellowstone National Park, US",44.8460447516,-110.3037854633,61,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19020657,2018/10/02 9:59 AM EDT,2018-10-02,2018-10-02 13:59:00 UTC,Eastern Time (US & Canada),114140,alexlamoreaux,2018-12-15 00:09:10 UTC,2021-09-09 02:08:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19020657,https://inaturalist-open-data.s3.amazonaws.com/photos/29169402/medium.jpeg,,"",,3,0,false,,"Yellowstone National Park, US",44.8629196329,-110.2568930439,61,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19060874,2002/08/19 7:28 PM EDT,2002-08-19,2002-08-19 23:28:00 UTC,Eastern Time (US & Canada),777160,stevendaniel,2018-12-17 02:09:23 UTC,2021-09-09 02:51:31 UTC,research,,https://www.inaturalist.org/observations/19060874,https://static.inaturalist.org/photos/29240868/medium.jpg,,"",,3,0,false,,"Denali, AK, USA",63.4326801336,-150.008581759,15902,,,,15902,,,false,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19106243,Wed Dec 19 2018 15:42:14 GMT-0500 (EST),2018-12-19,2018-12-19 20:42:14 UTC,Eastern Time (US & Canada),1281373,laurengoesoutdoors906,2018-12-19 21:15:24 UTC,2021-12-08 15:06:58 UTC,needs_id,,https://www.inaturalist.org/observations/19106243,https://static.inaturalist.org/photos/29322559/medium.jpg,,"",U.P. Keweenaw Wolf tracks,0,0,false,3,"Michigan, US",47.2517436087,-88.3661536813,5,,,,26871,,obscured,true,,,,Canis lupus,Gray Wolf,Mammalia,42048
19143175,Wed Jun 27 2018 19:20:07 GMT-0400 (EDT),2018-06-27,2018-06-27 23:20:07 UTC,Eastern Time (US & Canada),910722,arin5,2018-12-22 00:34:26 UTC,2021-11-26 19:39:15 UTC,needs_id,,https://www.inaturalist.org/observations/19143175,https://static.inaturalist.org/photos/29390052/medium.jpg,,"","Pic taken in Alaska
",0,0,false,3,"Arctic National Wildlife Refuge, , AK, US",68.1849325787,-145.5154437579,65716,,,,65716,,,false,,,,Canis lupus,Gray Wolf,Mammalia,42048
19179687,2018-12-23 2:42:00 PM CST,2018-12-23,2018-12-23 20:42:00 UTC,Central Time (US & Canada),204496,jonpoppele,2018-12-23 21:25:50 UTC,2021-09-05 07:28:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19179687,https://inaturalist-open-data.s3.amazonaws.com/photos/29456819/medium.jpeg,,"",,2,0,false,2,"Minnesota, US",45.5966192808,-93.1392774263,3,,,,27158,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19216567,2017/06/29 6:53 AM PDT,2017-06-29,2017-06-29 13:53:00 UTC,Pacific Time (US & Canada),1390012,trickman,2018-12-25 19:37:52 UTC,2021-09-23 20:30:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19216567,https://inaturalist-open-data.s3.amazonaws.com/photos/29518371/medium.jpeg,,"",0653:062917:38F:0000:       :2E[111:0236]G[024:0x0016,11,0,false,,"Lassen County, Lassen National Forest, US-CA, US",40.5241270077,-121.106349141,488,,,,27939,,obscured,true,,,Lupo grigio,Canis lupus,Gray Wolf,Mammalia,42048
19245088,2018/12/26 2:20 PM MST,2018-12-26,2018-12-26 21:20:00 UTC,Mountain Time (US & Canada),7893,milletman,2018-12-27 05:53:46 UTC,2021-09-09 02:09:41 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/19245088,https://inaturalist-open-data.s3.amazonaws.com/photos/29567945/medium.jpg,,"","Injured old female wolf sharing a bison carcass with a raven, a long ways from my point of observation",2,0,false,,"Yellowstone National Park, US",44.8009448571,-110.3526357552,500,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19250249,2018-12-26 2:00:00 PM CST,2018-12-26,2018-12-26 20:00:00 UTC,Central Time (US & Canada),1150412,peterwilton,2018-12-27 15:50:53 UTC,2021-09-05 07:05:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19250249,https://inaturalist-open-data.s3.amazonaws.com/photos/29577398/medium.jpeg,,"","3-4 individuals, with tracks converging and diverging on this pond",1,0,false,2,"Cass County, US-MN, US",47.1092815317,-94.4706564196,352,,,,26903,,obscured,true,gps,gps,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19342278,2006/08/06 3:26 PM HST,2006-08-06,2006-08-07 01:26:00 UTC,Hawaii,160274,camerondeckert,2018-12-31 23:29:28 UTC,2022-01-07 16:09:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19342278,https://inaturalist-open-data.s3.amazonaws.com/photos/29741909/medium.jpeg,,"",wolf scull among a collection of whale bones. Found on island.,3,0,false,,"North Slope, AK, USA",71.2366802223,-155.7029392516,488,,,,488,,,false,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19385941,2003/04/01 11:05 AM UTC,2003-04-01,,UTC,1380401,cuttothequick,2019-01-03 00:05:07 UTC,2021-09-05 07:59:50 UTC,research,,https://www.inaturalist.org/observations/19385941,https://static.inaturalist.org/photos/29814774/medium.jpg,,"",,2,0,false,,"Custer County, US-ID, US",44.2865996528,-114.3301878202,,,,,27348,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19449598,2016/05/17 9:21 PM PDT,2016-05-17,2016-05-18 04:21:00 UTC,Pacific Time (US & Canada),1390012,trickman,2019-01-05 21:38:31 UTC,2021-09-23 20:31:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19449598,https://inaturalist-open-data.s3.amazonaws.com/photos/29922650/medium.jpeg,,"",P000-256-256-256-38h-005-09-0360-1080-0359-1079,9,0,false,,"Lassen County, Lassen National Forest, US-CA, US",40.7948452284,-120.8571406497,977,,,,27908,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19469992,2017/05/20 1:11 AM PDT,2017-05-20,2017-05-20 08:11:00 UTC,Pacific Time (US & Canada),1390012,trickman,2019-01-06 17:44:00 UTC,2021-09-23 20:30:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19469992,https://inaturalist-open-data.s3.amazonaws.com/photos/29955617/medium.jpeg,,"",0111:052017:44F:2504:       :6E[116:0217]G[008:0x0006,13,0,false,,"Lassen County, Lassen National Forest, US-CA, US",40.7462664226,-120.9455381082,3156,,,,27908,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19499597,2018/10/14 3:27 PM HST,2018-10-14,2018-10-15 01:27:00 UTC,Hawaii,1026684,finlander13,2019-01-07 23:02:23 UTC,2021-09-05 07:06:33 UTC,research,,https://www.inaturalist.org/observations/19499597,https://static.inaturalist.org/photos/30005643/medium.jpeg,,"",,5,0,false,,"Minnesota, US",46.9547963089,-93.5927541723,122,,,,26935,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19623239,2010/08/19 ,2010-08-19,,Eastern Time (US & Canada),521719,davems,2019-01-13 21:17:48 UTC,2021-09-09 01:57:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19623239,https://inaturalist-open-data.s3.amazonaws.com/photos/30213246/medium.jpg,,"",,3,0,false,,"Yellowstone National Park, US",44.9168929832,-110.1588821213,197,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19658413,2018-11-12 2:35:36 PM CST,2018-11-12,2018-11-12 20:35:36 UTC,Central Time (US & Canada),451573,kylegill,2019-01-15 16:50:36 UTC,2021-09-05 07:07:26 UTC,research,,https://www.inaturalist.org/observations/19658413,https://static.inaturalist.org/photos/30275733/medium.jpeg,,"",Looked like at least three sets of tracks. No human footprints nearby and an known route for a local pack.,1,0,false,2,"Minnesota, US",46.6783320868,-92.5489609182,,,,,26967,,obscured,true,gps,gps,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19707650,2003/07/23 2:36 PM PDT,2003-07-23,2003-07-23 21:36:00 UTC,Pacific Time (US & Canada),1420389,joescience1,2019-01-18 12:26:32 UTC,2021-09-09 02:49:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19707650,https://inaturalist-open-data.s3.amazonaws.com/photos/30359785/medium.jpg,,"","",1,0,false,,"Denali NP, AK, USA",63.1919075819,-151.1065248519,1953,,,,1953,,,false,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19748535,2009/05/14 6:52 AM MDT,2009-05-14,2009-05-14 12:52:00 UTC,Mountain Time (US & Canada),261456,dhilkey,2019-01-20 04:46:50 UTC,2021-09-09 02:13:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19748535,https://inaturalist-open-data.s3.amazonaws.com/photos/30427835/medium.jpg,,"",,3,0,false,,"Wyoming, US",44.073738585,-110.1279975195,62500,,,,62500,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19909709,Sat Jan 26 2019 13:51:37 GMT-0600 (CST),2019-01-26,2019-01-26 19:51:37 UTC,Central Time (US & Canada),600586,blakeslizard,2019-01-27 19:05:13 UTC,2021-09-05 07:20:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19909709,https://inaturalist-open-data.s3.amazonaws.com/photos/30708772/medium.jpg,,"",These are the first tracks that I saw of the wolf that we trailed ,1,0,false,3,"Minnesota, US",45.5601048886,-93.2696614319,8,,,,27158,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19974036,2019/01/17 10:49 AM CST,2019-01-17,2019-01-17 16:49:00 UTC,Central Time (US & Canada),204496,jonpoppele,2019-01-30 20:32:45 UTC,2021-09-05 07:20:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19974036,https://inaturalist-open-data.s3.amazonaws.com/photos/30822995/medium.jpeg,,"",,1,0,false,,"Minnesota, US",45.4021450381,-93.1104841869,,,,,27158,obscured,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19974038,2019/01/26 10:20 AM CST,2019-01-26,2019-01-26 16:20:00 UTC,Central Time (US & Canada),204496,jonpoppele,2019-01-30 20:32:46 UTC,2021-09-05 07:20:35 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/19974038,https://inaturalist-open-data.s3.amazonaws.com/photos/30823719/medium.jpeg,,"",Raised leg urination and tracks.,0,0,false,,"Minnesota, US",45.4931743346,-93.0798638772,,,,,27158,obscured,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19974041,2019/01/26 10:58 AM CST,2019-01-26,2019-01-26 16:58:00 UTC,Central Time (US & Canada),204496,jonpoppele,2019-01-30 20:32:49 UTC,2021-09-05 07:20:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19974041,https://inaturalist-open-data.s3.amazonaws.com/photos/30823783/medium.jpeg,,"",Squat urination. Placement of the tracks makes this appear to be a female.,1,0,false,,"Minnesota, US",45.4174389001,-93.0629256714,,,,,27158,obscured,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19974274,2019/01/26 11:30 AM CST,2019-01-26,2019-01-26 17:30:00 UTC,Central Time (US & Canada),204496,jonpoppele,2019-01-30 20:44:50 UTC,2021-09-05 07:20:19 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/19974274,https://inaturalist-open-data.s3.amazonaws.com/photos/30823949/medium.jpeg,,"","Another squat urination, farther along the same trail.",0,0,false,,"Minnesota, US",45.4848974976,-93.1437570628,,,,,27158,obscured,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19974738,2019/01/26 1:17 PM CST,2019-01-26,2019-01-26 19:17:00 UTC,Central Time (US & Canada),204496,jonpoppele,2019-01-30 21:17:55 UTC,2022-03-31 17:42:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19974738,https://inaturalist-open-data.s3.amazonaws.com/photos/30824949/medium.jpeg,,"","Seven point buck. Appears to have been killed by a wolf. Fed on by wolves, foxes, fisher and likely others. Apparent cause of death visible in the last two photos.",2,0,false,,"Minnesota, US",45.5187931078,-93.3371211034,,,,,27158,obscured,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
19974740,2019/01/26 1:44 PM CST,2019-01-26,2019-01-26 19:44:00 UTC,Central Time (US & Canada),204496,jonpoppele,2019-01-30 21:17:55 UTC,2021-09-05 07:20:09 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/19974740,https://inaturalist-open-data.s3.amazonaws.com/photos/30825047/medium.jpeg,,"",This is a different animal than the one we were trailing all day. Significantly larger track. This appears to be the track that we observed on our summer and fall surveys. Seeing both this and the tracks we followed most of the day verifies there are two wolves in the area.,0,0,false,,"Minnesota, US",45.5151401593,-93.299382695,,,,,27158,obscured,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
20019953,2019/02/01 12:16 PM CST,2019-02-01,2019-02-01 18:16:00 UTC,Central Time (US & Canada),204496,jonpoppele,2019-02-02 00:22:41 UTC,2021-09-05 06:31:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20019953,https://inaturalist-open-data.s3.amazonaws.com/photos/30902535/medium.jpeg,,"","Tracks were very blown in, and light was rather flat. Stride, track size and track shape were all consistent with wolf, which are common in this spot.",1,0,false,,"Cook County, US-MN, US",47.8581309055,-90.3042545555,,,,,26775,,obscured,true,,"",Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
20043902,Sat Jan 26 2019 14:06:57 GMT-0700 (MST),2019-01-26,2019-01-26 21:06:57 UTC,Mountain Time (US & Canada),791784,rlrich3,2019-02-03 01:14:36 UTC,2021-09-05 07:48:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20043902,https://inaturalist-open-data.s3.amazonaws.com/photos/30945545/medium.jpg,,"","",2,0,false,3,"Missoula County, US-MT, US",47.4446934283,-113.7623922054,10,,,,26839,obscured,,true,,"",Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
20239846,Sun Jan 27 2019 10:14:07 GMT-0700 (MST),2019-01-27,2019-01-27 17:14:07 UTC,Mountain Time (US & Canada),1467548,graydonwph,2019-02-09 23:03:15 UTC,2022-03-31 17:42:13 UTC,research,,https://www.inaturalist.org/observations/20239846,https://static.inaturalist.org/photos/31237755/medium.jpg,,"",,1,0,false,3,"Yellowstone National Park, US",44.8841741627,-110.2556127052,5,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
20240636,Fri Nov 24 2017 08:28:00 GMT-0700 (MST),2017-11-24,2017-11-24 15:28:00 UTC,Mountain Time (US & Canada),1467548,graydonwph,2019-02-09 23:40:48 UTC,2021-09-09 02:09:05 UTC,research,,https://www.inaturalist.org/observations/20240636,https://static.inaturalist.org/photos/31239314/medium.jpg,,"",Mollie’s pack. ,2,0,false,3,"Yellowstone National Park, US",44.983336206,-110.0160437166,5,,,,27253,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
20258529,2019-02-10 11:44:44 AM CST,2019-02-10,2019-02-10 17:44:44 UTC,Central Time (US & Canada),751337,audrey49,2019-02-10 18:55:27 UTC,2021-09-05 06:48:47 UTC,needs_id,,https://www.inaturalist.org/observations/20258529,https://static.inaturalist.org/photos/31269922/medium.jpeg,,"",,0,0,false,2,"St. Louis County, US-MN, US",47.459063074,-92.2741998137,10,,,,26839,,obscured,true,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
20258536,2019-02-10 11:45:23 AM CST,2019-02-10,2019-02-10 17:45:23 UTC,Central Time (US & Canada),751337,audrey49,2019-02-10 18:55:48 UTC,2021-09-05 06:48:23 UTC,needs_id,,https://www.inaturalist.org/observations/20258536,https://static.inaturalist.org/photos/31269932/medium.jpeg,,"",,0,1,false,2,"St. Louis County, US-MN, US",47.4789691868,-92.2267769214,6,,,,26839,,obscured,true,,,Mammals,Canis lupus,Gray Wolf,Mammalia,42048
20263217,2009/08/12 3:30 PM CDT,2009-08-12,2009-08-12 20:30:00 UTC,Central Time (US & Canada),1273277,sthall571,2019-02-10 21:43:09 UTC,2021-09-09 02:51:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20263217,https://inaturalist-open-data.s3.amazonaws.com/photos/31275518/medium.jpg,,"",,6,0,false,,"Denali, AK, USA",63.4319543326,-150.3071737232,175,,,,175,,,false,,,Gray Wolf,Canis lupus,Gray Wolf,Mammalia,42048
